FIPS,State,MSA code (with divisions),MSA name (with MSA divisions),Aggregate MSA code,Aggregate MSA name,County code,Township code,County name,Township name
01,Alabama,  11500,"Anniston-Oxford, AL",,,015,000,Calhoun County,
01,Alabama,  12220,"Auburn-Opelika, AL",,,081,000,Lee County,
01,Alabama,  13820,"Birmingham-Hoover, AL",,,007,000,Bibb County,
01,Alabama,  13820,"Birmingham-Hoover, AL",,,009,000,Blount County,
01,Alabama,  13820,"Birmingham-Hoover, AL",,,021,000,Chilton County,
01,Alabama,  13820,"Birmingham-Hoover, AL",,,073,000,Jefferson County,
01,Alabama,  13820,"Birmingham-Hoover, AL",,,115,000,St. Clair County,
01,Alabama,  13820,"Birmingham-Hoover, AL",,,117,000,Shelby County,
01,Alabama,  13820,"Birmingham-Hoover, AL",,,127,000,Walker County,
01,Alabama,  17980,"Columbus, GA-AL",,,113,000,"Russell County, AL",
01,Alabama,  19460,"Decatur, AL",,,079,000,Lawrence County,
01,Alabama,  19460,"Decatur, AL",,,103,000,Morgan County,
01,Alabama,  20020,"Dothan, AL",,,061,000,Geneva County,
01,Alabama,  20020,"Dothan, AL",,,067,000,Henry County,
01,Alabama,  20020,"Dothan, AL",,,069,000,Houston County,
01,Alabama,  22520,"Florence-Muscle Shoals, AL",,,033,000,Colbert County,
01,Alabama,  22520,"Florence-Muscle Shoals, AL",,,077,000,Lauderdale County,
01,Alabama,  23460,"Gadsden, AL",,,055,000,Etowah County,
01,Alabama,  26620,"Huntsville, AL",,,083,000,Limestone County,
01,Alabama,  26620,"Huntsville, AL",,,089,000,Madison County,
01,Alabama,  33660,"Mobile, AL",,,097,000,Mobile County,
01,Alabama,  33860,"Montgomery, AL",,,001,000,Autauga County,
01,Alabama,  33860,"Montgomery, AL",,,051,000,Elmore County,
01,Alabama,  33860,"Montgomery, AL",,,085,000,Lowndes County,
01,Alabama,  33860,"Montgomery, AL",,,101,000,Montgomery County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,017,000,Chambers County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,019,000,Cherokee County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,027,000,Clay County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,029,000,Cleburne County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,037,000,Coosa County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,049,000,DeKalb County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,071,000,Jackson County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,095,000,Marshall County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,111,000,Randolph County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,121,000,Talladega County,
01,Alabama,0100002,Northeast Alabama nonmetropolitan area,,,123,000,Tallapoosa County,
01,Alabama,0100001,Northwest Alabama nonmetropolitan area,,,043,000,Cullman County,
01,Alabama,0100001,Northwest Alabama nonmetropolitan area,,,057,000,Fayette County,
01,Alabama,0100001,Northwest Alabama nonmetropolitan area,,,059,000,Franklin County,
01,Alabama,0100001,Northwest Alabama nonmetropolitan area,,,075,000,Lamar County,
01,Alabama,0100001,Northwest Alabama nonmetropolitan area,,,093,000,Marion County,
01,Alabama,0100001,Northwest Alabama nonmetropolitan area,,,107,000,Pickens County,
01,Alabama,0100001,Northwest Alabama nonmetropolitan area,,,133,000,Winston County,
01,Alabama,0100004,Southeast Alabama nonmetropolitan area,,,005,000,Barbour County,
01,Alabama,0100004,Southeast Alabama nonmetropolitan area,,,011,000,Bullock County,
01,Alabama,0100004,Southeast Alabama nonmetropolitan area,,,013,000,Butler County,
01,Alabama,0100004,Southeast Alabama nonmetropolitan area,,,031,000,Coffee County,
01,Alabama,0100004,Southeast Alabama nonmetropolitan area,,,039,000,Covington County,
01,Alabama,0100004,Southeast Alabama nonmetropolitan area,,,041,000,Crenshaw County,
01,Alabama,0100004,Southeast Alabama nonmetropolitan area,,,045,000,Dale County,
01,Alabama,0100004,Southeast Alabama nonmetropolitan area,,,087,000,Macon County,
01,Alabama,0100004,Southeast Alabama nonmetropolitan area,,,109,000,Pike County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,003,000,Baldwin County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,023,000,Choctaw County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,025,000,Clarke County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,035,000,Conecuh County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,047,000,Dallas County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,053,000,Escambia County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,091,000,Marengo County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,099,000,Monroe County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,105,000,Perry County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,119,000,Sumter County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,129,000,Washington County,
01,Alabama,0100003,Southwest Alabama nonmetropolitan area,,,131,000,Wilcox County,
01,Alabama,  46220,"Tuscaloosa, AL",,,063,000,Greene County,
01,Alabama,  46220,"Tuscaloosa, AL",,,065,000,Hale County,
01,Alabama,  46220,"Tuscaloosa, AL",,,125,000,Tuscaloosa County,
02,Alaska,  11260,"Anchorage, AK",,,020,000,Anchorage Borough,
02,Alaska,  11260,"Anchorage, AK",,,170,000,Matanuska-Susitna Borough,
02,Alaska,  21820,"Fairbanks, AK",,,090,000,Fairbanks North Star Borough,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,013,000,Aleutians East Borough,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,016,000,Aleutians West Census Area,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,050,000,Bethel Census Area,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,060,000,Bristol Bay Borough,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,068,000,Denali Borough,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,070,000,Dillingham Census Area,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,122,000,Kenai Peninsula Borough,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,150,000,Kodiak Island Borough,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,164,000,Lake and Peninsula Borough,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,180,000,Nome Census Area,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,185,000,North Slope Borough,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,188,000,Northwest Arctic Borough,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,240,000,Southeast Fairbanks Census Area,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,261,000,Valdez-Cordova Census Area,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,270,000,Wade Hampton Census Area,
02,Alaska,0200002,Railbelt / Southwest Alaska nonmetropolitan area,,,290,000,Yukon-Koyukuk Census Area,
02,Alaska,0200001,Southeast Alaska nonmetropolitan area,,,100,000,Haines Borough,
02,Alaska,0200001,Southeast Alaska nonmetropolitan area,,,110,000,Juneau Borough,
02,Alaska,0200001,Southeast Alaska nonmetropolitan area,,,130,000,Ketchikan Gateway Borough,
02,Alaska,0200001,Southeast Alaska nonmetropolitan area,,,195,000,Petersburg,
02,Alaska,0200001,Southeast Alaska nonmetropolitan area,,,198,000,Prince of Wales-Hyder,
02,Alaska,0200001,Southeast Alaska nonmetropolitan area,,,220,000,Sitka Borough,
02,Alaska,0200001,Southeast Alaska nonmetropolitan area,,,105,000,Hoonah-angoon,
02,Alaska,0200001,Southeast Alaska nonmetropolitan area,,,230,000,Skagway,
02,Alaska,0200001,Southeast Alaska nonmetropolitan area,,,275,000,Wrangell,
02,Alaska,0200001,Southeast Alaska nonmetropolitan area,,,282,000,Yakutat Borough,
04,Arizona,  22380,"Flagstaff, AZ",,,005,000,"Coconino County, AZ",
04,Arizona,  29420,"Lake Havasu City-Kingman, AZ",,,015,000,"Mohave County, AZ",
04,Arizona,0400001,North Arizona nonmetropolitan area,,,001,000,Apache County,
04,Arizona,0400001,North Arizona nonmetropolitan area,,,007,000,Gila County,
04,Arizona,0400001,North Arizona nonmetropolitan area,,,012,000,La Paz County,
04,Arizona,0400001,North Arizona nonmetropolitan area,,,017,000,Navajo County,
04,Arizona,  38060,"Phoenix-Mesa-Glendale, AZ",,,013,000,Maricopa County,
04,Arizona,  38060,"Phoenix-Mesa-Glendale, AZ",,,021,000,Pinal County,
04,Arizona,  39140,"Prescott, AZ",,,025,000,Yavapai County,
04,Arizona,0400002,Southeast Arizona nonmetropolitan area,,,003,000,Cochise County,
04,Arizona,0400002,Southeast Arizona nonmetropolitan area,,,009,000,Graham County,
04,Arizona,0400002,Southeast Arizona nonmetropolitan area,,,011,000,Greenlee County,
04,Arizona,0400002,Southeast Arizona nonmetropolitan area,,,023,000,Santa Cruz County,
04,Arizona,  46060,"Tucson, AZ",,,019,000,Pima County,
04,Arizona,  49740,"Yuma, AZ",,,027,000,Yuma County,
05,Arkansas,0500001,Central Arkansas nonmetropolitan area,,,023,000,Cleburne County,
05,Arkansas,0500001,Central Arkansas nonmetropolitan area,,,029,000,Conway County,
05,Arkansas,0500001,Central Arkansas nonmetropolitan area,,,115,000,Pope County,
05,Arkansas,0500001,Central Arkansas nonmetropolitan area,,,117,000,Prairie County,
05,Arkansas,0500001,Central Arkansas nonmetropolitan area,,,141,000,Van Buren County,
05,Arkansas,0500001,Central Arkansas nonmetropolitan area,,,145,000,White County,
05,Arkansas,0500001,Central Arkansas nonmetropolitan area,,,149,000,Yell County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,021,000,Clay County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,037,000,Cross County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,049,000,Fulton County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,055,000,Greene County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,063,000,Independence County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,065,000,Izard County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,067,000,Jackson County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,075,000,Lawrence County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,077,000,Lee County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,093,000,Mississippi County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,095,000,Monroe County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,107,000,Phillips County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,121,000,Randolph County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,123,000,St. Francis County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,135,000,Sharp County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,137,000,Stone County,
05,Arkansas,0500002,East Arkansas nonmetropolitan area,,,147,000,Woodruff County,
05,Arkansas,  22220,"Fayetteville-Springdale-Rogers, AR-MO",,,007,000,"Benton County, AR",
05,Arkansas,  22220,"Fayetteville-Springdale-Rogers, AR-MO",,,087,000,"Madison County, AR",
05,Arkansas,  22220,"Fayetteville-Springdale-Rogers, AR-MO",,,143,000,"Washington County, AR",
05,Arkansas,  22900,"Fort Smith, AR-OK",,,033,000,"Crawford County, AR",
05,Arkansas,  22900,"Fort Smith, AR-OK",,,047,000,"Franklin County, AR",
05,Arkansas,  22900,"Fort Smith, AR-OK",,,131,000,"Sebastian County, AR",
05,Arkansas,  26300,"Hot Springs, AR",,,051,000,Garland County,
05,Arkansas,  27860,"Jonesboro, AR",,,031,000,Craighead County,
05,Arkansas,  27860,"Jonesboro, AR",,,111,000,Poinsett County,
05,Arkansas,  30780,"Little Rock-North Little Rock-Conway, AR",,,045,000,Faulkner County,
05,Arkansas,  30780,"Little Rock-North Little Rock-Conway, AR",,,053,000,Grant County,
05,Arkansas,  30780,"Little Rock-North Little Rock-Conway, AR",,,085,000,Lonoke County,
05,Arkansas,  30780,"Little Rock-North Little Rock-Conway, AR",,,105,000,Perry County,
05,Arkansas,  30780,"Little Rock-North Little Rock-Conway, AR",,,119,000,Pulaski County,
05,Arkansas,  30780,"Little Rock-North Little Rock-Conway, AR",,,125,000,Saline County,
05,Arkansas,  32820,"Memphis, TN-MS-AR",,,035,000,"Crittenden County, AR",
05,Arkansas,  38220,"Pine Bluff, AR",,,025,000,Cleveland County,
05,Arkansas,  38220,"Pine Bluff, AR",,,069,000,Jefferson County,
05,Arkansas,  38220,"Pine Bluff, AR",,,079,000,Lincoln County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,001,000,Arkansas County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,003,000,Ashley County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,011,000,Bradley County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,013,000,Calhoun County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,017,000,Chicot County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,019,000,Clark County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,027,000,Columbia County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,039,000,Dallas County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,041,000,Desha County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,043,000,Drew County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,057,000,Hempstead County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,059,000,Hot Spring County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,061,000,Howard County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,073,000,Lafayette County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,081,000,Little River County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,097,000,Montgomery County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,099,000,Nevada County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,103,000,Ouachita County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,109,000,Pike County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,133,000,Sevier County,
05,Arkansas,0500003,South Arkansas nonmetropolitan area,,,139,000,Union County,
05,Arkansas,  45500,"Texarkana-Texarkana, TX-AR",,,091,000,"Miller County, AR",
05,Arkansas,0500004,West Arkansas nonmetropolitan area,,,005,000,Baxter County,
05,Arkansas,0500004,West Arkansas nonmetropolitan area,,,009,000,Boone County,
05,Arkansas,0500004,West Arkansas nonmetropolitan area,,,015,000,Carroll County,
05,Arkansas,0500004,West Arkansas nonmetropolitan area,,,071,000,Johnson County,
05,Arkansas,0500004,West Arkansas nonmetropolitan area,,,083,000,Logan County,
05,Arkansas,0500004,West Arkansas nonmetropolitan area,,,089,000,Marion County,
05,Arkansas,0500004,West Arkansas nonmetropolitan area,,,101,000,Newton County,
05,Arkansas,0500004,West Arkansas nonmetropolitan area,,,113,000,Polk County,
05,Arkansas,0500004,West Arkansas nonmetropolitan area,,,127,000,Scott County,
05,Arkansas,0500004,West Arkansas nonmetropolitan area,,,129,000,Searcy County,
06,California,  12540,"Bakersfield-Delano, CA",,,029,000,Kern County,
06,California,  17020,"Chico, CA",,,007,000,Butte County,
06,California,0600002,Eastern Sierra Region of California nonmetropolitan area,,,003,000,Alpine County,
06,California,0600002,Eastern Sierra Region of California nonmetropolitan area,,,027,000,Inyo County,
06,California,0600002,Eastern Sierra Region of California nonmetropolitan area,,,051,000,Mono County,
06,California,  20940,"El Centro, CA",,,025,000,Imperial County,
06,California,  23420,"Fresno, CA",,,019,000,Fresno County,
06,California,  25260,"Hanford-Corcoran, CA",,,031,000,Kings County,
06,California,  31084,"Los Angeles-Long Beach-Glendale, CA  Metropolitan Division",  31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",037,000,Los Angeles County,
06,California,  31460,"Madera-Chowchilla, CA",,,039,000,Madera County,
06,California,  32900,"Merced, CA",,,047,000,Merced County,
06,California,  33700,"Modesto, CA",,,099,000,Stanislaus County,
06,California,0600001,Mother Lode Region of California nonmetropolitan area,,,005,000,Amador County,
06,California,0600001,Mother Lode Region of California nonmetropolitan area,,,009,000,Calaveras County,
06,California,0600001,Mother Lode Region of California nonmetropolitan area,,,043,000,Mariposa County,
06,California,0600001,Mother Lode Region of California nonmetropolitan area,,,109,000,Tuolumne County,
06,California,  34900,"Napa, CA",,,055,000,Napa County,
06,California,0600003,North Coast Region of California nonmetropolitan area,,,015,000,Del Norte County,
06,California,0600003,North Coast Region of California nonmetropolitan area,,,023,000,Humboldt County,
06,California,0600003,North Coast Region of California nonmetropolitan area,,,033,000,Lake County,
06,California,0600003,North Coast Region of California nonmetropolitan area,,,045,000,Mendocino County,
06,California,0600004,North Valley Region of California nonmetropolitan area,,,011,000,Colusa County,
06,California,0600004,North Valley Region of California nonmetropolitan area,,,021,000,Glenn County,
06,California,0600004,North Valley Region of California nonmetropolitan area,,,103,000,Tehama County,
06,California,0600005,Northern Mountains Region of California nonmetropolitan area,,,035,000,Lassen County,
06,California,0600005,Northern Mountains Region of California nonmetropolitan area,,,049,000,Modoc County,
06,California,0600005,Northern Mountains Region of California nonmetropolitan area,,,057,000,Nevada County,
06,California,0600005,Northern Mountains Region of California nonmetropolitan area,,,063,000,Plumas County,
06,California,0600005,Northern Mountains Region of California nonmetropolitan area,,,091,000,Sierra County,
06,California,0600005,Northern Mountains Region of California nonmetropolitan area,,,093,000,Siskiyou County,
06,California,0600005,Northern Mountains Region of California nonmetropolitan area,,,105,000,Trinity County,
06,California,  36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",  41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",001,000,Alameda County,
06,California,  36084,"Oakland-Fremont-Hayward, CA Metropolitan Division",  41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",013,000,Contra Costa County,
06,California,  37100,"Oxnard-Thousand Oaks-Ventura, CA",,,111,000,Ventura County,
06,California,  39820,"Redding, CA",,,089,000,Shasta County,
06,California,  40140,"Riverside-San Bernardino-Ontario, CA",,,065,000,Riverside County,
06,California,  40140,"Riverside-San Bernardino-Ontario, CA",,,071,000,San Bernardino County,
06,California,  40900,"Sacramento--Arden-Arcade--Roseville, CA",,,017,000,El Dorado County,
06,California,  40900,"Sacramento--Arden-Arcade--Roseville, CA",,,061,000,Placer County,
06,California,  40900,"Sacramento--Arden-Arcade--Roseville, CA",,,067,000,Sacramento County,
06,California,  40900,"Sacramento--Arden-Arcade--Roseville, CA",,,113,000,Yolo County,
06,California,  41500,"Salinas, CA",,,053,000,Monterey County,
06,California,  41740,"San Diego-Carlsbad-San Marcos, CA",,,073,000,San Diego County,
06,California,  41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",  41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",041,000,Marin County,
06,California,  41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",  41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",075,000,San Francisco County,
06,California,  41884,"San Francisco-San Mateo-Redwood City, CA Metropolitan Division",  41860,"San Francisco-Oakland-Fremont, CA Metropolitan Statistical Area",081,000,San Mateo County,
06,California,  41940,"San Jose-Sunnyvale-Santa Clara, CA",,,069,000,San Benito County,
06,California,  41940,"San Jose-Sunnyvale-Santa Clara, CA",,,085,000,Santa Clara County,
06,California,  42020,"San Luis Obispo-Paso Robles, CA",,,079,000,San Luis Obispo County,
06,California,  42044,"Santa Ana-Anaheim-Irvine, CA Metropolitan Division",  31100,"Los Angeles-Long Beach-Santa Ana, CA Metropolitan Statistical Area",059,000,Orange County,
06,California,  42060,"Santa Barbara-Santa Maria-Goleta, CA",,,083,000,Santa Barbara County,
06,California,  42100,"Santa Cruz-Watsonville, CA",,,087,000,Santa Cruz County,
06,California,  42220,"Santa Rosa-Petaluma, CA",,,097,000,Sonoma County,
06,California,  44700,"Stockton, CA",,,077,000,San Joaquin County,
06,California,  46700,"Vallejo-Fairfield, CA",,,095,000,Solano County,
06,California,  47300,"Visalia-Porterville, CA",,,107,000,Tulare County,
06,California,  49700,"Yuba City, CA",,,101,000,Sutter County,
06,California,  49700,"Yuba City, CA",,,115,000,Yuba County,
08,Colorado,  14500,"Boulder, CO",,,013,000,Boulder County,
08,Colorado,0800004,Central Colorado nonmetropolitan area,,,015,000,Chaffee County,
08,Colorado,0800004,Central Colorado nonmetropolitan area,,,027,000,Custer County,
08,Colorado,0800004,Central Colorado nonmetropolitan area,,,043,000,Fremont County,
08,Colorado,  17820,"Colorado Springs, CO",,,041,000,El Paso County,
08,Colorado,  17820,"Colorado Springs, CO",,,119,000,Teller County,
08,Colorado,  19740,"Denver-Aurora-Broomfield, CO",,,001,000,Adams County,
08,Colorado,  19740,"Denver-Aurora-Broomfield, CO",,,005,000,Arapahoe County,
08,Colorado,  19740,"Denver-Aurora-Broomfield, CO",,,014,000,Broomfield County,
08,Colorado,  19740,"Denver-Aurora-Broomfield, CO",,,019,000,Clear Creek County,
08,Colorado,  19740,"Denver-Aurora-Broomfield, CO",,,031,000,Denver County,
08,Colorado,  19740,"Denver-Aurora-Broomfield, CO",,,035,000,Douglas County,
08,Colorado,  19740,"Denver-Aurora-Broomfield, CO",,,039,000,Elbert County,
08,Colorado,  19740,"Denver-Aurora-Broomfield, CO",,,047,000,Gilpin County,
08,Colorado,  19740,"Denver-Aurora-Broomfield, CO",,,059,000,Jefferson County,
08,Colorado,  19740,"Denver-Aurora-Broomfield, CO",,,093,000,Park County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,003,000,Alamosa County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,009,000,Baca County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,011,000,Bent County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,017,000,Cheyenne County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,021,000,Conejos County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,023,000,Costilla County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,025,000,Crowley County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,055,000,Huerfano County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,061,000,Kiowa County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,063,000,Kit Carson County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,071,000,Las Animas County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,073,000,Lincoln County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,075,000,Logan County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,079,000,Mineral County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,087,000,Morgan County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,089,000,Otero County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,095,000,Phillips County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,099,000,Prowers County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,105,000,Rio Grande County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,109,000,Saguache County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,115,000,Sedgwick County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,121,000,Washington County,
08,Colorado,0800001,Eastern and Southern Colorado nonmetropolitan area,,,125,000,Yuma County,
08,Colorado,  22660,"Fort Collins-Loveland, CO",,,069,000,Larimer County,
08,Colorado,  24300,"Grand Junction, CO",,,077,000,Mesa County,
08,Colorado,  24540,"Greeley, CO",,,123,000,Weld County,
08,Colorado,0800003,North Central Colorado nonmetropolitan area,,,037,000,Eagle County,
08,Colorado,0800003,North Central Colorado nonmetropolitan area,,,049,000,Grand County,
08,Colorado,0800003,North Central Colorado nonmetropolitan area,,,057,000,Jackson County,
08,Colorado,0800003,North Central Colorado nonmetropolitan area,,,065,000,Lake County,
08,Colorado,0800003,North Central Colorado nonmetropolitan area,,,097,000,Pitkin County,
08,Colorado,0800003,North Central Colorado nonmetropolitan area,,,107,000,Routt County,
08,Colorado,0800003,North Central Colorado nonmetropolitan area,,,117,000,Summit County,
08,Colorado,  39380,"Pueblo, CO",,,101,000,Pueblo County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,007,000,Archuleta County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,029,000,Delta County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,033,000,Dolores County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,045,000,Garfield County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,051,000,Gunnison County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,053,000,Hinsdale County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,067,000,La Plata County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,081,000,Moffat County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,083,000,Montezuma County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,085,000,Montrose County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,091,000,Ouray County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,103,000,Rio Blanco County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,111,000,San Juan County,
08,Colorado,0800002,Western Colorado nonmetropolitan area,,,113,000,San Miguel County,
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,015,Fairfield County,Bridgeport city
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,046,Fairfield County,Darien town
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,056,Fairfield County,Easton town
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,061,Fairfield County,Fairfield town
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,067,Fairfield County,Greenwich town
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,106,Fairfield County,Monroe town
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,114,Fairfield County,New Canaan town
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,131,Fairfield County,Newtown town
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,137,Fairfield County,Norwalk city
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,153,Fairfield County,Redding town
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,154,Fairfield County,Ridgefield town
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,163,Fairfield County,Shelton city
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,172,Fairfield County,Stamford city
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,178,Fairfield County,Stratford town
09,Connecticut,  71950,"Bridgeport-Stamford-Norwalk, CT",,,001,185,Fairfield County,Trumbull town
